id,female,hispanic,white,black,native,asian,prtedu,health,q1,q2,q3,q4,q5,q6,q7,q8
90718305,1,0,0,1,0,0,9,4,3,2,1,2,1,1,0,0
90718311,0,0,0,1,0,0,9,2,0,0,1,0,3,3,0,0
90718981,1,0,0,1,0,0,4,4,0,3,3,1,2,3,1,2
90719275,1,0,1,0,0,0,4,1,1,1,0,0,1,1,1,0
90719930,1,0,0,1,0,0,8,4,0,1,0,0,3,3,0,1
90719937,0,0,0,1,1,0,7,3,0,2,0,0,1,2,0,0
90719939,1,0,0,1,0,0,8,4,0,2,0,0,1,2,0,0
90719972,1,0,1,0,0,0,3,3,1,0,0,0,2,2,0,0
91374970,1,0,1,0,0,0,9,3,0,0,1,1,2,2,1,1
91374975,0,0,1,0,0,0,7,3,1,1,0,0,2,2,1,0
91500014,1,0,0,0,1,0,8,2,0,1,0,0,3,3,0,0
91500186,1,0,0,0,0,0,9,4,0,3,0,0,2,2,0,0
91500226,1,0,1,0,0,0,8,3,0,1,1,0,3,3,0,1
91500238,1,0,1,0,0,0,7,3,0,2,0,0,3,3,0,0
91500373,0,0,1,0,0,0,7,3,0,1,0,0,3,3,0,1
91500411,1,0,0,1,0,0,9,3,0,0,1,0,3,3,0,0
91500833,1,0,1,0,0,0,8,0,0,1,1,1,2,2,1,0
91500977,1,0,0,0,0,0,9,4,0,0,0,0,3,3,0,0
91501350,0,0,1,0,0,0,9,1,1,2,1,1,2,2,1,1
91504088,0,,0,0,0,0,4,4,0,0,3,0,3,3,0,0
91504104,1,0,0,1,0,0,7,3,0,2,1,0,3,3,0,0
91504224,0,0,1,0,0,0,6,4,0,0,0,0,3,3,0,0
91504485,1,0,1,0,0,0,8,3,1,1,1,0,2,2,1,0
91504686,1,0,1,0,0,0,4,3,0,1,1,0,2,2,0,0
91504702,1,0,0,1,0,0,9,4,0,2,1,0,3,2,1,0
91504929,0,0,1,0,0,0,8,4,0,2,2,1,2,2,1,1
91506146,1,0,1,0,0,0,8,4,0,1,1,1,3,3,0,0
91506304,1,1,0,0,0,0,7,2,0,0,0,0,3,3,0,0
91506305,0,0,1,0,0,0,7,4,0,1,1,0,2,2,1,0
91506443,0,0,1,0,0,0,5,4,1,2,0,2,1,1,2,1
91506894,0,1,1,0,0,0,4,4,1,0,0,1,2,3,0,0
91506902,1,0,0,0,1,1,5,1,1,1,1,1,2,2,1,1
91506935,1,0,0,0,0,1,7,2,0,0,0,0,3,3,0,0
91506946,1,0,1,0,0,0,9,3,0,0,1,0,2,2,0,0
91506955,1,0,1,0,0,0,9,4,1,3,2,0,2,2,1,0
91506993,1,1,0,1,0,0,8,4,1,1,0,0,3,3,1,0
91507010,0,0,1,0,0,0,6,3,0,0,0,0,2,2,0,0
91507116,0,0,1,0,0,0,7,4,1,1,1,0,1,1,0,0
91507316,1,0,1,0,0,0,9,3,0,0,0,0,3,3,0,0
91507851,1,0,1,0,0,0,9,3,2,1,0,0,3,3,1,1
91508025,1,0,1,0,0,0,7,3,1,0,1,0,3,3,1,0
91508026,0,0,1,0,0,0,4,4,0,0,1,0,2,3,0,0
91508123,0,0,1,0,0,0,7,3,0,1,1,0,3,3,1,1
91508169,0,0,1,0,0,0,7,2,0,2,1,0,2,2,0,0
91508381,1,0,0,1,0,0,2,1,1,0,1,1,3,3,0,0
91508387,0,0,0,1,0,0,5,2,1,0,1,0,2,2,1,0
91508526,1,0,1,0,0,0,4,2,3,2,2,3,1,0,2,2
91508766,1,0,1,0,0,0,4,2,0,1,1,0,3,3,0,0
91508836,0,0,1,0,0,0,8,3,1,0,1,0,2,2,0,0
91508873,1,0,1,0,0,0,4,2,1,0,1,0,3,3,0,0
91508948,0,0,1,0,0,0,4,4,0,0,0,0,2,2,0,0
91540453,0,1,0,0,0,0,8,2,0,0,0,0,3,3,0,0
91544201,1,0,0,1,0,0,6,3,2,2,1,1,1,1,1,1
91544202,1,0,0,1,1,0,7,4,0,1,1,1,1,1,1,1
91544302,0,0,0,1,0,0,8,4,1,2,1,0,0,0,0,0
91546074,1,0,1,0,0,0,7,3,1,1,0,1,2,2,1,0
91546574,1,0,1,0,0,0,8,3,1,2,1,1,2,3,1,0
91570095,0,0,1,0,0,0,7,3,1,1,1,0,2,2,1,1
91570110,0,1,1,0,0,0,1,3,1,1,0,1,2,3,1,0
91570187,0,0,0,1,0,0,4,2,1,2,1,1,1,3,2,1
91570291,1,0,1,0,0,0,4,2,1,0,3,0,3,3,0,0
91570425,0,0,1,0,0,0,4,3,3,2,2,2,1,0,2,0
91570497,0,0,1,0,0,0,4,3,1,1,3,0,2,1,0,0
91570523,1,1,1,0,1,0,2,2,1,2,1,2,1,1,2,1
91570524,1,0,1,0,1,0,2,4,1,2,1,2,2,2,1,0
91570525,0,0,1,0,0,0,4,3,0,1,0,0,3,3,1,0
91570528,0,0,1,0,0,0,2,4,0,0,2,0,1,1,0,0
91570597,0,0,1,0,0,0,4,3,0,0,1,0,3,3,0,0
91570614,0,0,1,0,0,0,7,3,1,1,2,0,2,2,1,1
91570621,1,0,1,0,0,0,4,4,0,1,0,0,3,3,0,0
91570692,0,0,1,0,0,0,6,3,0,2,0,0,2,3,1,0
91570823,1,0,1,0,0,0,4,4,0,2,1,0,2,2,0,0
91570928,0,0,1,0,0,1,6,3,2,0,0,0,3,3,0,1
91570986,0,0,0,1,0,0,,1,1,3,2,0,1,1,1,1
91570997,1,0,1,0,0,0,9,4,0,2,0,0,2,3,0,0
91571014,0,0,1,0,0,0,8,4,1,0,0,0,3,3,0,0
91571116,0,0,1,0,0,0,8,4,0,1,2,0,2,3,0,0
91571155,0,0,1,0,0,0,4,4,0,1,0,0,3,3,0,0
91571214,0,0,1,0,0,0,5,2,1,2,1,1,1,1,1,1
91571218,0,0,1,0,0,0,6,4,0,2,1,1,2,2,1,0
91571310,1,0,1,0,0,0,8,3,1,1,0,0,3,3,1,0
91571467,0,0,1,0,0,0,7,2,2,3,2,2,1,1,1,2
91571560,0,0,0,0,0,1,9,2,1,1,1,0,2,2,1,1
91571601,1,0,1,0,0,0,7,2,2,1,1,0,3,3,1,0
91571605,0,1,0,0,0,1,4,4,0,1,1,0,2,2,0,1
91571610,1,0,1,0,0,0,5,2,0,0,0,1,2,2,1,0
91571706,1,0,1,0,0,0,8,1,0,0,0,0,0,3,0,0
91571707,1,0,1,0,0,0,4,2,0,0,0,0,3,3,0,0
91571807,1,0,1,0,0,0,9,2,1,1,1,0,1,1,0,0
91571812,1,0,1,0,0,0,8,2,0,0,0,0,3,3,0,0
91571817,0,0,1,0,0,0,8,3,1,0,0,0,3,3,1,1
91571876,1,0,0,1,0,0,8,4,1,0,0,0,2,1,1,0
91572001,0,0,1,0,0,0,7,2,0,0,2,0,2,2,1,1
91572040,0,0,1,0,0,0,8,4,1,3,3,0,2,2,0,1
91572063,1,0,1,0,0,0,8,3,1,0,0,0,3,3,1,0
91572117,0,0,1,0,0,0,2,3,0,1,1,0,2,2,0,1
91572122,0,0,1,0,1,0,8,4,1,1,1,0,2,2,0,0
91572128,0,1,1,0,1,0,6,3,0,2,0,0,2,2,0,1
91572145,1,0,1,0,0,0,8,3,1,1,1,0,2,3,0,0
91572183,0,0,1,0,0,0,5,1,0,0,0,0,2,2,0,0
91572190,0,1,0,0,0,0,2,2,1,1,0,1,2,2,1,0
91572204,0,0,1,0,0,0,7,4,0,1,0,0,2,2,0,0
91572214,1,0,1,0,0,0,6,2,1,0,1,1,3,3,1,0
91572221,0,0,0,1,0,0,7,2,0,1,1,0,2,2,1,0
91572222,1,0,0,0,1,0,4,1,1,2,1,0,2,2,0,0
91572321,1,0,0,0,1,0,2,3,1,2,0,1,2,2,1,0
91572328,1,1,1,0,0,0,5,2,1,0,2,0,3,3,0,0
91572346,1,0,1,0,0,0,2,4,0,1,1,0,3,3,0,0
91572369,1,0,1,0,0,0,9,4,0,0,0,0,3,3,0,0
91572373,1,0,1,0,0,0,1,2,1,0,0,0,2,2,1,0
91572381,1,0,0,1,0,0,9,3,0,0,1,0,3,3,0,0
91572385,1,0,1,0,0,0,8,3,0,0,2,0,3,3,0,0
91572387,1,0,0,1,0,0,9,3,0,1,1,0,2,2,1,0
91572389,1,0,1,0,0,0,5,4,0,0,0,0,3,3,0,0
91572396,0,0,1,0,0,0,9,3,0,1,1,0,2,2,1,0
91572408,0,0,1,0,0,0,8,3,1,2,0,0,2,2,1,1
91572462,0,0,1,0,0,0,7,2,0,1,1,1,2,2,1,0
91572471,0,0,1,0,0,0,2,2,0,1,1,0,2,3,0,0
91572900,0,0,1,0,0,0,8,4,0,1,1,0,2,3,0,0
91572918,1,0,1,0,0,0,7,3,0,0,0,0,2,2,1,0
91572964,1,0,1,0,0,0,4,3,0,0,0,0,3,3,0,0
91572981,0,0,1,0,0,0,8,4,1,0,0,0,3,3,0,0
91572989,1,0,1,0,0,0,9,3,0,1,2,0,2,3,0,0
91572999,0,0,1,0,0,0,7,2,0,2,2,0,2,2,1,1
91573016,1,0,1,0,0,0,1,3,0,0,0,0,3,3,1,0
91573031,0,0,0,1,0,0,9,4,0,0,0,0,3,3,0,0
91573099,0,0,1,0,0,0,1,3,1,2,1,1,0,1,1,2
91573234,1,0,1,0,0,0,8,3,1,2,1,0,2,2,1,0
91573253,0,0,1,0,0,0,9,4,0,1,1,1,2,2,0,0
91573254,1,0,1,0,0,0,8,2,1,1,0,0,2,2,0,0
91573259,1,0,1,0,0,0,8,2,1,0,0,0,2,3,0,0
91573291,1,0,1,0,0,0,7,3,3,0,3,3,1,1,1,2
91573310,0,0,1,0,0,0,4,2,0,0,1,0,2,2,0,0
91573334,1,0,1,0,0,0,7,3,0,1,1,0,2,3,0,0
91573417,1,0,1,0,0,0,4,4,0,1,1,0,3,3,0,0
91573419,1,0,1,0,0,0,5,3,1,3,1,3,0,0,2,1
91573708,1,0,0,1,0,0,9,3,1,1,2,0,3,3,2,0
91573811,0,0,1,0,0,0,4,4,1,1,1,0,3,3,1,0
91573940,0,0,1,0,0,0,4,3,0,1,1,1,1,2,1,1
91573955,0,0,1,0,0,0,9,4,1,1,1,0,3,3,0,1
91573956,0,0,1,0,0,0,8,3,0,0,0,0,3,3,0,0
91573958,0,0,1,0,0,0,9,4,0,0,0,0,2,2,1,0
91574121,0,0,1,0,0,0,2,2,0,1,1,0,3,3,0,0
91574143,0,0,1,0,0,0,8,1,0,2,1,0,3,3,0,0
91574231,1,0,0,1,0,0,8,4,0,1,0,0,3,3,0,0
91574308,0,0,0,1,0,0,9,4,0,1,0,0,3,3,0,0
91574337,0,0,0,1,0,0,2,3,2,2,1,0,3,3,0,0
91574399,1,0,0,1,0,0,6,4,0,1,1,0,3,2,1,0
91574504,1,0,0,1,0,0,8,4,1,2,1,1,3,2,0,1
91574594,0,0,1,0,0,0,,4,0,0,1,0,3,3,1,1
91574632,1,0,1,0,0,0,9,4,0,0,0,0,2,2,1,0
91574688,1,0,1,0,0,0,9,4,1,2,1,2,0,1,3,1
91574694,1,0,0,1,0,0,8,4,0,0,0,0,3,3,0,0
91574696,0,0,0,1,0,0,4,3,1,2,2,0,3,3,1,1
91574916,1,0,0,1,0,0,4,3,0,0,1,0,2,3,1,1
91574923,1,0,1,0,0,0,8,2,0,1,1,0,3,3,0,0
91575065,0,0,1,0,0,0,8,3,0,0,1,0,2,2,1,1
91575076,0,0,1,0,0,0,9,2,1,0,0,0,2,2,1,1
91575077,1,0,1,0,0,0,9,3,0,1,1,0,3,3,0,1
91575083,0,0,1,0,1,0,5,2,0,1,1,0,3,3,0,0
91575094,0,0,1,0,0,0,,2,0,2,0,0,2,2,0,0
91575151,0,0,1,0,0,0,4,3,1,3,3,3,1,1,3,0
91575162,1,0,1,0,0,0,7,2,0,0,0,0,3,3,0,0
91575180,0,0,1,0,0,0,5,2,1,0,0,0,2,2,1,0
91575191,1,0,1,0,0,0,8,3,0,1,0,0,2,2,0,0
91575194,1,0,1,0,0,0,4,3,1,1,1,1,2,2,1,1
91575216,1,0,1,0,0,0,8,3,0,0,0,0,2,3,0,0
91575217,1,0,1,0,0,0,8,2,0,1,0,0,3,3,1,1
91575235,0,0,1,0,0,0,7,2,0,1,0,0,2,2,0,0
91575239,0,0,1,0,0,0,4,2,2,0,0,1,1,1,1,0
91575240,0,0,0,1,0,0,9,3,0,0,0,0,2,3,0,0
91575246,1,0,1,0,0,0,7,4,0,0,1,0,3,3,1,0
91575249,0,0,1,0,0,0,7,3,0,1,0,0,2,2,0,0
91575280,0,0,0,1,0,0,4,4,1,2,1,0,1,3,1,0
91575282,1,0,1,0,0,0,8,4,1,0,1,0,3,3,0,0
91575296,0,0,0,0,0,1,8,3,0,0,1,0,3,3,0,0
91575317,1,0,1,0,0,0,7,3,0,0,0,0,2,2,0,0
91575358,0,0,1,0,0,0,6,4,0,0,0,0,3,3,0,0
91575387,0,0,0,1,0,0,8,4,0,2,1,0,3,3,0,0
91575391,1,0,1,0,0,0,4,4,1,0,1,1,2,2,1,0
91575432,1,0,1,0,0,0,7,3,0,1,1,0,2,3,0,0
91575477,0,0,0,0,0,0,9,3,1,2,1,1,2,3,0,1
91575522,1,0,1,0,0,0,7,2,0,2,2,0,2,2,0,0
91575602,1,0,0,0,0,1,6,3,1,0,1,0,2,2,0,0
91575626,0,0,0,1,0,0,4,4,1,0,0,1,3,3,0,0
91575628,0,0,0,1,0,0,8,4,0,0,0,0,3,3,0,0
91575726,0,0,0,1,0,0,7,1,2,2,3,2,1,1,2,2
91575911,1,0,1,0,0,0,8,3,0,1,0,0,3,3,0,0
91575916,1,0,1,0,0,0,8,2,0,2,0,1,1,1,1,0
91575930,1,0,0,1,0,0,4,3,0,2,1,0,1,1,1,0
91575931,0,0,1,0,0,0,4,3,0,0,0,0,3,3,0,0
91575943,0,0,0,1,0,0,8,3,0,0,1,0,3,3,2,0
91575948,1,0,1,0,0,0,9,4,0,1,2,0,2,2,1,0
91575949,0,0,0,1,0,0,8,4,3,3,3,3,1,1,2,0
91575956,1,0,1,0,0,0,8,3,0,1,1,0,2,2,0,0
91575966,0,0,0,1,0,0,9,3,0,1,1,1,2,2,1,0
91575992,1,0,0,1,0,1,7,4,0,2,1,0,3,3,0,1
91576088,1,0,1,0,0,0,7,4,1,0,0,1,2,2,1,0
91576129,1,1,0,0,1,0,1,3,1,0,1,1,3,2,1,0
91576138,0,0,0,0,0,1,5,4,1,2,1,0,2,2,0,0
91576154,0,0,1,0,0,0,4,3,0,1,1,0,3,3,0,0
91576163,1,1,1,0,0,0,4,4,0,0,0,0,3,3,0,0
91576270,1,0,1,0,0,0,6,3,0,0,0,0,3,3,0,0
91576300,0,0,1,0,0,0,7,3,0,1,0,0,2,2,0,0
91576363,0,1,0,0,0,0,10,2,2,2,1,1,1,2,1,1
91576537,1,1,0,0,0,0,4,3,1,1,1,1,1,1,1,1
91576556,0,0,1,0,0,0,9,3,0,1,1,0,3,2,0,0
91576561,0,0,1,0,0,0,9,4,0,2,3,0,2,2,0,1
91576576,0,0,1,0,1,0,9,4,3,1,2,2,1,1,1,0
91576611,0,0,1,0,0,0,6,3,0,0,0,0,2,2,1,0
91576651,1,0,0,1,0,0,8,2,0,0,1,0,2,2,0,0
91576674,0,0,1,0,0,0,4,2,0,2,0,0,3,3,0,1
91576748,0,1,0,0,1,1,4,1,1,1,1,1,2,2,1,1
91576910,1,0,1,0,0,0,4,3,1,1,1,0,2,3,1,1
91576919,1,0,1,0,0,0,7,1,1,1,1,0,2,2,1,0
91576934,0,1,0,0,0,0,8,2,1,0,2,2,1,1,2,0
91577183,1,1,0,1,0,0,1,1,2,1,2,2,1,1,2,0
91577221,0,0,1,0,0,0,9,4,1,1,1,0,2,3,1,0
91577256,0,0,1,0,0,0,4,3,0,1,0,0,3,3,0,0
91577268,1,0,1,0,0,0,4,4,0,1,0,0,3,3,0,0
91577311,0,0,1,0,0,0,4,3,0,2,1,0,2,3,1,0
91577313,1,0,1,0,0,0,8,3,0,1,2,0,1,2,1,0
91577319,0,0,1,0,0,0,8,2,0,2,1,1,3,3,1,0
91577414,1,0,1,0,0,0,7,3,0,0,0,0,3,3,0,0
91577557,0,1,1,0,0,0,8,4,1,0,1,0,3,3,1,0
91577613,1,0,1,0,0,0,8,4,0,1,0,0,2,2,0,0
91577786,0,1,0,0,1,0,2,3,1,0,2,1,2,2,2,2
91577922,1,0,1,0,0,0,8,3,0,1,0,0,3,3,0,1
91577923,1,0,1,0,0,0,9,1,0,0,0,0,3,3,0,0
91578027,1,0,1,0,0,0,4,3,3,1,1,1,3,3,0,0
91578060,0,0,1,0,0,0,8,3,1,0,0,0,3,3,1,0
91578074,0,0,1,0,0,0,,1,1,0,2,1,3,2,1,0
91578089,1,0,0,1,0,0,9,3,0,0,0,0,2,3,0,0
91578116,1,0,0,1,0,0,7,3,3,1,1,0,3,3,1,0
91578193,1,0,1,0,0,0,4,3,0,0,0,1,2,3,1,0
91578197,1,0,1,0,0,0,8,2,1,2,1,0,2,2,1,1
91578268,1,0,1,0,0,0,8,3,1,1,1,1,2,2,1,0
91578297,0,0,1,0,0,0,5,4,0,1,1,1,2,2,1,1
91578314,1,0,0,1,0,0,5,4,1,1,0,0,1,1,1,0
91578315,0,0,1,0,0,0,8,2,0,1,0,0,2,1,0,0
91578491,1,0,1,0,0,0,,3,0,1,0,0,3,3,0,0
91578495,1,0,1,0,0,0,4,2,0,2,1,1,1,2,1,1
91578510,0,0,1,0,0,0,4,3,0,0,1,0,2,3,0,0
91578526,1,0,1,0,0,0,6,3,1,1,1,0,2,3,0,0
91578740,1,0,1,0,0,0,5,1,0,1,0,0,3,3,0,0
91578747,0,0,1,0,0,0,4,3,1,0,0,0,3,3,0,0
91578892,1,0,1,0,0,0,8,2,0,1,0,0,2,3,1,0
91578898,0,0,1,0,0,0,5,2,1,2,0,1,2,3,1,1
91578917,0,0,1,0,0,0,9,3,0,1,0,0,2,3,0,0
91578999,0,0,1,0,0,0,7,2,0,2,0,0,2,3,0,0
91579175,0,0,1,0,0,0,4,4,1,2,0,0,2,2,0,0
91579243,0,0,1,0,1,0,4,3,0,0,0,1,1,0,1,0
91579246,1,0,1,0,0,0,,3,0,0,0,0,3,3,0,0
91579272,1,0,1,0,0,0,7,2,1,1,1,1,1,1,1,0
91579296,0,0,1,0,0,0,7,4,0,0,0,0,3,3,1,0
91579339,0,0,0,1,0,0,9,4,0,2,1,0,1,2,0,0
91579939,0,0,0,1,0,0,8,3,1,0,1,0,3,3,0,0
91579942,1,0,1,0,0,0,4,3,0,0,0,0,2,2,0,0
91579962,0,0,1,0,0,0,6,3,0,1,0,0,2,3,0,0
91579967,0,0,1,0,0,0,,3,0,1,1,0,2,2,0,0
91579987,1,0,1,0,0,0,8,3,0,1,0,0,2,2,0,1
91579992,1,0,1,0,0,0,5,4,1,2,1,2,2,3,2,1
91579993,1,0,1,0,0,0,2,3,0,1,0,0,3,2,0,0
91579995,1,0,1,0,0,0,4,4,0,1,0,0,3,3,1,0
91579997,1,0,1,0,0,0,5,2,0,2,1,0,2,2,0,0
91608475,1,0,1,0,0,0,4,3,0,0,1,0,3,2,0,1
91608476,1,0,0,1,0,0,7,3,2,2,0,2,0,1,2,0
91614578,1,0,1,0,0,0,7,3,0,1,1,0,3,3,0,0
91614772,1,0,1,0,0,0,8,3,0,1,0,0,3,3,0,3
91614874,1,0,1,0,0,0,8,2,0,2,0,0,2,2,1,0
91614974,0,0,1,0,0,0,8,2,0,1,1,0,1,2,0,0
91614978,0,0,1,0,0,0,4,4,1,2,0,1,1,1,1,1
91619063,0,0,1,0,0,0,8,4,0,2,1,1,1,2,1,0
91619064,1,0,1,0,0,0,8,3,0,1,1,0,3,3,0,0
91619268,0,0,0,1,0,0,8,3,0,1,1,0,3,3,0,0
91619467,1,0,1,0,0,0,9,2,2,3,2,1,2,2,2,1
91619665,0,0,1,0,0,0,9,4,0,0,0,0,3,3,1,0
91619862,0,0,1,0,0,0,8,2,0,3,1,1,1,1,1,0
91646122,0,0,0,1,0,0,4,4,0,0,2,0,2,3,0,0
91676253,1,0,1,0,0,0,6,3,0,2,0,0,3,3,0,0
91676357,1,0,0,1,0,0,7,3,0,1,0,0,3,2,0,0
91676522,0,0,1,0,0,0,9,3,0,0,0,0,2,2,0,0
91676958,1,1,1,0,0,0,4,1,0,0,0,0,3,3,1,0
91678173,0,0,1,0,0,0,4,4,1,1,1,1,2,2,1,0
91678373,1,0,1,0,0,0,7,2,1,1,1,1,1,1,1,1
91678572,1,0,0,1,0,0,9,4,0,2,1,0,3,3,0,0
91678674,0,0,1,0,0,0,8,4,1,0,0,0,3,3,1,0
91710018,1,1,0,0,0,0,1,1,0,0,1,0,3,3,0,0
91710037,1,0,1,0,0,0,9,2,0,1,1,0,3,3,0,0
91710130,1,0,1,0,0,0,8,4,0,1,0,0,3,3,0,0
91710214,1,0,0,1,0,0,5,3,3,0,3,1,0,3,1,0
91710252,1,0,0,1,0,0,4,2,0,0,1,0,0,2,1,0
91710287,0,0,0,1,1,0,8,2,2,2,1,0,2,3,1,0
91710293,0,0,1,0,0,0,8,3,2,1,1,1,1,1,0,1
91710339,1,0,1,0,0,0,8,4,0,0,1,0,3,3,0,0
91710655,0,1,1,0,0,0,7,3,1,0,0,0,2,2,0,0
91710973,1,1,0,0,0,0,2,3,1,0,2,0,1,3,1,1
91710996,1,0,1,0,0,0,4,3,0,0,0,0,3,3,0,0
91711065,1,0,1,0,0,0,4,4,1,2,1,0,3,3,0,1
91711167,0,0,1,0,0,0,9,3,0,1,0,0,3,3,0,0
91711476,0,1,1,0,0,0,7,4,1,0,2,1,1,2,1,0
91712211,0,0,1,0,0,0,4,3,0,0,0,0,2,3,1,1
91712217,1,0,1,0,0,0,5,2,0,0,1,0,2,2,0,0
91712273,1,0,0,1,0,0,4,0,2,1,1,1,1,2,1,1
91712274,0,0,1,0,0,0,4,4,0,0,1,0,3,3,0,0
91712314,1,0,1,0,0,0,7,3,2,1,1,1,2,2,1,0
91712372,0,0,0,1,0,0,,3,1,1,1,1,2,2,1,1
91712375,1,0,0,1,0,0,6,4,1,2,0,1,3,2,0,0
91712842,1,0,1,0,0,0,8,3,1,0,1,1,1,1,1,1
91712901,1,0,1,0,0,0,4,2,0,0,1,0,2,2,0,0
91712902,1,0,1,0,0,0,6,1,0,3,1,2,1,1,2,1
91712905,0,0,1,0,0,0,4,1,0,0,1,0,3,3,0,0
91712908,1,0,1,0,0,0,4,3,1,2,1,0,3,3,0,0
91712909,1,0,1,0,0,0,6,3,1,0,1,0,2,2,0,0
91712918,1,0,1,0,0,0,7,3,0,1,1,1,2,1,0,0
91713006,0,1,1,0,0,0,5,3,1,1,1,0,2,2,0,2
91713039,0,0,1,0,0,0,9,3,0,0,1,0,2,2,1,0
91713106,1,0,0,1,0,0,4,3,0,1,0,0,3,3,0,0
91713190,1,0,1,0,0,0,6,2,0,2,1,1,1,1,1,0
91713298,0,0,1,0,0,0,4,4,0,0,0,0,2,3,1,0
91713997,0,0,0,1,0,0,5,3,0,0,1,0,3,3,0,0
91713998,1,0,1,0,0,0,4,3,1,0,1,0,3,3,1,0
91714043,1,0,0,0,0,0,8,4,0,0,2,0,3,3,0,0
91714046,1,0,1,0,0,0,7,4,0,1,1,0,2,2,0,0
91714099,0,0,1,0,0,0,7,3,1,1,1,0,2,2,0,1
91714128,1,0,1,0,0,0,8,4,0,1,0,0,3,3,1,0
91714144,0,0,1,0,0,0,4,2,0,0,1,0,3,2,0,0
91714212,0,0,0,1,0,0,4,1,0,0,3,0,3,2,0,3
91714326,0,0,1,0,0,0,6,4,1,2,1,0,1,1,0,0
91714338,1,0,1,1,0,1,8,3,1,1,1,0,3,3,0,0
91714928,0,1,0,0,0,0,4,2,0,0,0,0,3,3,0,0
91714938,1,0,1,0,0,0,2,3,1,0,2,1,1,1,2,0
91714987,1,1,1,0,0,0,2,4,1,0,0,0,2,2,0,0
91715124,0,0,0,1,0,0,4,3,2,0,0,0,3,3,0,0
91715280,0,0,1,0,0,0,8,4,0,1,1,0,3,3,0,0
91715286,0,0,1,0,0,0,8,4,1,0,0,0,3,3,0,0
91715892,1,0,1,0,0,0,8,3,0,1,1,0,2,2,0,0
91715920,0,0,0,1,0,0,8,4,0,1,1,0,1,2,1,1
91715921,1,0,0,1,0,0,,4,1,2,1,1,1,1,1,1
91715927,1,0,0,1,0,0,4,2,0,0,1,0,2,2,1,0
91715952,1,0,1,0,0,0,7,3,3,2,1,2,1,1,2,1
91715958,1,0,1,0,0,0,4,3,1,0,1,1,1,3,1,0
91715983,0,0,1,0,0,0,4,3,0,3,0,0,2,3,0,0
91715984,1,0,1,0,0,0,5,3,0,0,1,0,3,3,0,0
91715991,1,0,0,1,0,0,6,1,1,2,0,1,1,1,3,0
91716018,1,0,1,0,0,0,9,3,1,2,2,1,2,2,1,1
91716080,0,0,1,0,0,0,4,3,0,0,1,0,3,3,0,1
91716096,0,0,0,1,0,0,4,3,0,0,0,0,3,3,0,0
91716158,1,0,1,0,0,0,9,4,1,0,1,3,3,3,0,0
91716275,1,0,1,0,0,0,9,4,1,0,0,0,3,3,1,0
91716281,1,0,1,0,0,0,9,4,0,1,0,0,3,3,0,0
91716288,1,1,1,0,0,0,,2,0,0,1,0,2,3,0,0
91716321,0,0,1,0,1,0,4,3,0,0,1,0,2,3,0,0
91716484,1,0,1,0,0,0,8,2,0,0,0,0,2,3,1,1
91716890,1,0,0,1,0,0,4,4,0,1,0,1,3,3,1,0
91716902,0,0,1,0,0,0,8,3,1,2,1,0,2,3,0,0
91716903,0,0,1,0,0,0,8,2,0,2,0,0,3,3,0,0
91716908,1,0,0,0,0,0,7,4,0,0,0,0,3,3,0,0
91717055,1,0,0,1,0,0,8,2,1,1,1,0,2,3,0,0
91717067,0,0,1,0,0,0,,2,0,2,2,0,3,3,0,1
91717169,1,0,0,1,0,0,4,2,0,2,1,0,0,0,1,2
91717862,1,0,1,0,0,0,7,3,0,1,2,0,2,2,1,0
91717865,1,0,1,0,0,0,4,3,1,0,0,0,3,3,0,0
91717910,0,0,1,0,0,0,9,1,0,2,1,0,3,3,0,0
91717916,1,0,1,0,0,0,4,2,0,1,0,0,3,3,1,0
91717918,0,0,1,0,0,0,8,4,1,0,0,0,3,3,1,0
91718004,0,0,0,1,0,0,4,3,1,1,0,0,3,3,0,0
91718073,1,0,1,0,0,0,8,1,1,1,1,1,3,2,1,0
91718077,1,0,1,0,0,0,8,3,0,1,1,0,2,2,0,1
91718080,0,0,0,1,0,0,4,2,0,1,1,0,2,3,1,0
91718081,1,0,0,1,0,0,4,3,1,0,0,0,2,2,1,1
91718085,0,0,0,1,0,0,4,3,0,1,1,1,1,2,1,1
91718109,0,0,0,1,0,0,4,2,0,1,0,0,1,3,0,1
91718142,1,0,1,0,0,0,8,3,0,2,0,0,2,3,0,0
91718174,1,0,1,0,0,0,7,4,1,1,1,1,2,2,1,1
91718195,0,0,1,0,0,0,4,2,1,0,0,0,3,3,0,1
91718287,1,0,0,1,0,0,9,2,0,0,0,0,3,3,0,0
91718294,0,0,1,0,0,0,4,3,0,0,0,0,3,3,0,0
91718320,0,0,0,1,0,0,4,2,0,0,0,0,2,3,1,1
91718368,0,1,0,0,0,0,4,3,1,0,0,1,3,3,0,0
91718379,1,0,1,0,0,0,7,3,1,0,0,0,2,2,1,0
91718844,1,0,1,0,1,0,7,2,1,2,3,0,2,2,1,1
91718916,0,0,1,0,0,0,7,4,0,2,1,0,2,3,0,0
91718949,1,0,1,0,0,0,7,2,0,1,0,0,3,3,0,0
91719273,0,0,1,0,0,0,4,4,0,0,0,0,1,2,0,3
91719375,1,0,1,0,0,0,4,2,0,0,1,0,2,2,1,0
91719930,1,0,0,1,0,0,7,2,0,1,1,0,3,2,1,0
