id,age,female,hispanic,white,black,native,asian,prtedu,health,q1,q2,q3,q4,q5,q6,q7,q8
92573004,15,1,1,0,0,0,0,2,3,0,0,1,0,3,3,0,0
92573010,13,0,0,1,0,0,0,9,4,0,1,0,0,2,2,0,0
92573096,15,1,0,0,1,0,0,5,4,0,0,1,0,3,3,0,0
92573136,16,0,0,1,0,0,0,8,3,1,0,1,0,2,2,0,0
92573194,17,1,1,1,0,0,0,7,2,0,2,1,1,2,2,1,0
92573211,13,0,0,1,0,0,0,4,3,0,1,1,1,1,1,1,0
92573232,14,0,0,0,1,0,0,6,4,0,0,1,0,3,3,0,0
92573311,17,0,0,1,0,0,0,4,4,0,2,1,0,3,3,0,0
92573316,14,0,0,1,0,0,0,6,3,0,2,0,1,1,1,1,0
92573497,15,1,0,1,0,0,0,4,4,0,1,1,0,3,3,1,0
92573531,17,0,0,1,0,0,0,8,3,0,2,1,0,1,3,0,0
92573610,13,0,0,1,0,0,0,8,4,0,0,1,0,2,2,0,0
92573690,17,0,0,1,0,0,0,5,3,1,0,1,0,1,1,0,0
92573691,17,1,0,1,0,0,0,4,2,3,2,1,2,1,2,1,0
92573693,16,0,0,1,0,0,0,5,2,0,0,0,0,3,3,0,0
92573697,15,0,0,1,0,0,0,4,4,0,1,1,0,3,3,0,0
92573816,14,1,0,1,0,1,0,7,2,1,0,0,0,2,2,1,1
92573818,15,0,0,1,0,0,0,6,3,0,0,0,0,3,3,0,0
92573916,14,1,0,1,0,0,0,7,3,1,0,2,0,2,3,0,0
92573917,14,0,0,1,0,0,0,8,3,0,0,0,0,3,3,0,0
92573942,17,1,0,1,0,0,0,4,2,0,0,0,0,3,3,0,0
92573943,12,0,0,1,0,0,0,4,3,0,1,0,0,2,2,1,0
92573945,12,1,0,1,0,0,0,4,2,1,1,0,0,3,3,0,0
92573958,15,1,0,1,0,0,0,7,2,0,0,1,0,3,3,0,0
92574010,17,1,0,1,0,1,0,2,4,0,0,1,0,2,2,1,0
92574018,15,0,0,1,0,0,0,,3,1,1,1,0,3,3,1,0
92574090,17,0,0,0,1,0,0,8,4,0,0,1,0,3,3,0,0
92574200,13,1,0,1,1,1,0,9,3,0,2,0,1,1,2,1,0
92574302,14,1,0,0,1,0,0,9,3,0,3,2,1,1,3,1,1
92574314,16,1,0,1,0,0,0,4,1,2,2,1,0,2,2,1,0
92574316,15,0,0,0,1,0,0,4,2,0,0,0,0,3,3,0,0
92574614,14,1,0,0,1,0,0,4,2,1,1,0,0,3,3,1,0
92574701,15,1,0,0,1,0,0,9,4,1,2,0,1,2,3,1,0
92574703,14,1,0,0,1,0,0,6,4,0,2,1,1,2,2,1,0
92574739,15,1,0,0,1,0,0,4,2,0,0,0,0,2,2,0,0
92574808,16,1,0,0,1,0,0,7,3,1,0,0,0,3,3,0,0
92574810,14,0,0,0,1,0,0,8,2,1,2,1,0,1,1,1,3
92575015,14,1,0,1,0,0,0,8,3,1,2,2,1,2,2,1,1
92575017,17,1,0,1,0,0,0,7,3,0,1,1,1,2,2,1,1
92575023,16,1,0,0,1,0,0,4,3,0,0,0,0,3,3,0,0
92575033,15,0,0,1,0,0,0,5,3,0,1,0,0,3,3,0,0
92575095,16,0,1,1,0,0,0,4,3,0,1,1,0,3,3,0,0
92575180,14,0,0,1,0,0,0,8,4,0,0,1,0,3,3,0,0
92575201,16,1,0,1,0,0,0,8,3,0,1,1,0,3,3,0,0
92575213,17,1,0,1,0,0,0,8,3,0,1,0,0,3,3,0,0
92575217,17,1,0,1,0,0,0,6,2,0,1,1,0,1,1,0,0
92575222,16,0,0,0,1,0,0,6,3,0,0,1,0,3,3,1,0
92575231,17,0,0,0,1,0,0,7,3,1,0,1,1,1,2,1,0
92575240,14,1,0,0,1,0,0,8,4,0,1,0,0,2,3,0,0
92575244,14,1,0,0,1,0,0,4,3,0,1,1,0,3,3,0,0
92575246,17,0,0,0,1,0,0,4,3,1,1,0,0,2,2,0,0
92575247,17,0,0,1,0,0,0,7,4,0,2,0,0,3,3,0,0
92575248,13,0,0,0,1,0,0,8,4,0,1,1,1,2,1,1,0
92575249,11,0,0,0,1,0,0,8,3,1,2,1,0,2,2,1,0
92575263,17,1,0,1,0,0,0,4,2,0,0,1,1,2,3,1,0
92575292,17,0,0,1,1,1,0,7,2,1,1,1,0,2,2,1,0
92575297,17,1,0,0,0,0,1,8,2,0,0,1,0,3,3,1,0
92575324,16,0,0,0,1,0,0,4,3,0,0,1,0,2,2,1,1
92575326,17,1,0,0,1,0,0,6,3,0,1,1,1,2,2,1,1
92575350,15,0,0,1,0,0,0,8,4,0,0,2,0,3,3,0,0
92575373,14,1,0,0,1,0,0,8,3,0,2,2,0,3,2,1,0
92575395,15,0,0,0,1,0,0,6,3,0,0,0,0,2,2,0,0
92575400,14,0,0,1,0,0,0,9,4,0,0,0,0,2,2,0,0
92575407,15,0,0,0,0,0,0,1,4,1,0,1,0,2,2,0,0
92575420,16,1,0,0,1,0,0,4,3,0,0,0,0,3,3,0,0
92575421,14,1,0,0,1,0,0,5,3,0,1,0,0,3,3,0,0
92575434,17,1,0,0,1,0,0,8,3,1,0,1,1,1,3,1,1
92575526,14,0,0,0,1,0,0,8,4,1,0,1,0,2,3,0,1
92575627,16,1,0,0,1,0,0,8,3,0,1,0,0,3,3,0,0
92575771,17,1,0,1,0,0,0,9,3,0,1,1,0,2,2,1,0
92575807,13,0,0,1,0,0,0,4,2,0,1,0,0,3,3,0,0
92575827,14,0,0,0,1,0,0,,2,1,2,1,1,1,1,1,0
92575868,14,0,0,1,0,0,0,8,4,0,0,0,0,3,3,0,0
92575907,15,0,0,1,0,0,0,4,3,0,3,0,0,1,1,1,0
92575911,14,0,0,1,0,0,0,8,4,0,0,0,0,3,3,0,0
92575935,16,1,0,1,0,0,0,8,4,0,0,1,0,3,3,0,0
92575939,15,0,0,1,0,0,0,9,4,0,1,0,0,3,3,0,1
92575941,15,1,0,1,0,0,0,9,4,2,2,1,0,1,1,2,2
92575944,13,1,0,0,1,0,0,9,2,0,0,1,1,1,1,0,1
92575951,19,1,0,0,1,0,0,5,2,1,2,1,1,1,1,1,1
92575959,15,1,0,0,1,0,0,,2,0,0,0,0,3,3,0,0
92575971,15,0,0,0,0,0,1,9,2,0,2,1,0,2,3,1,1
92575974,17,1,0,0,0,0,1,9,3,2,2,3,2,1,1,1,1
92575990,17,0,0,1,1,0,0,8,2,1,1,1,1,1,2,1,0
92575992,14,0,0,0,1,0,0,9,2,1,1,1,1,1,1,1,0
92575995,13,1,1,0,0,0,0,8,4,0,0,1,0,3,3,0,0
92575999,14,1,0,1,1,0,0,4,3,0,2,1,0,2,2,1,0
92576033,14,0,0,1,0,0,0,8,3,0,0,0,0,3,3,0,0
92576040,16,0,0,0,0,0,1,2,3,1,0,1,0,3,3,0,0
92576122,14,0,0,0,0,0,1,8,3,0,1,0,0,3,3,0,0
92576182,18,0,0,1,0,0,0,6,4,1,2,1,1,2,3,3,0
92576248,12,1,0,1,0,0,0,4,4,1,2,0,0,3,3,0,0
92576288,17,0,0,1,0,0,0,6,3,0,2,1,1,2,2,0,0
92576312,15,1,1,0,0,1,0,9,4,0,0,1,0,2,3,0,0
92576328,16,1,0,1,0,0,0,8,4,1,1,3,0,3,3,0,1
92576439,16,0,0,1,0,0,0,9,3,1,2,1,0,2,2,1,0
92576472,17,1,0,0,1,0,0,9,2,1,1,2,1,3,3,0,0
92576476,15,0,0,1,0,0,0,6,3,1,2,1,1,2,2,1,0
92576493,15,0,0,0,1,0,0,2,3,1,3,0,0,2,2,0,0
92576499,15,0,0,0,1,0,0,4,2,1,3,2,3,1,1,2,3
92576504,15,0,0,1,0,0,0,9,3,0,1,1,0,3,3,0,0
92576531,15,1,0,0,1,0,0,6,3,0,1,0,0,3,3,0,0
92576533,14,1,0,1,0,0,0,8,2,0,0,0,0,2,3,1,0
92576555,15,1,0,0,1,0,0,4,3,1,0,1,1,2,3,0,0
92576611,16,1,0,1,0,0,0,9,2,0,0,1,0,3,3,1,0
92576693,16,1,1,0,1,0,0,7,2,1,0,2,0,2,3,0,0
92576694,17,0,0,0,0,0,1,9,4,0,0,0,0,0,3,1,0
92576774,17,1,0,1,0,0,0,4,4,0,2,0,0,3,3,0,0
92576865,16,1,0,1,1,1,0,9,4,0,0,1,0,3,3,0,0
92576937,17,1,0,0,0,0,1,8,2,2,2,1,0,1,1,1,0
92576939,15,0,0,0,0,0,1,8,2,1,2,3,1,2,2,0,1
92576950,15,1,0,1,0,1,0,8,2,0,1,0,0,3,3,1,0
92576984,15,0,1,1,0,0,0,6,3,1,1,0,0,2,2,0,1
92577013,17,0,0,0,1,0,0,8,2,1,2,1,0,2,2,0,0
92577065,16,1,0,1,0,0,0,2,2,1,2,2,3,1,1,2,2
92577112,17,1,0,1,0,0,0,4,3,2,3,2,1,1,1,1,1
92577127,14,1,0,1,0,0,0,9,2,1,0,2,0,2,2,1,0
92577129,16,0,0,1,0,0,0,9,4,0,1,1,0,2,2,0,0
92577160,17,1,0,1,0,0,0,,3,1,2,0,0,2,2,0,0
92577161,16,0,0,0,1,0,0,7,3,2,0,3,1,2,3,1,0
92577217,14,1,0,1,0,0,0,8,4,0,1,0,0,3,3,0,0
92577326,17,1,0,1,0,0,0,9,4,0,0,0,0,3,3,0,0
92577368,15,1,0,1,0,0,0,8,4,0,1,1,0,3,3,0,0
92577514,14,1,0,1,0,0,0,8,2,0,0,1,0,3,3,0,0
92577581,15,1,1,0,1,0,0,2,4,0,0,0,0,2,2,0,0
92577617,16,1,0,1,0,0,0,8,4,1,2,1,0,3,3,1,0
92577864,17,0,0,1,0,0,0,4,3,0,1,1,1,2,2,1,0
92577917,14,1,0,1,0,0,0,5,3,1,0,1,1,1,3,1,0
92577918,16,1,0,1,0,0,0,4,2,0,0,0,0,3,3,0,0
92577920,13,1,0,1,0,0,0,8,4,2,1,0,1,1,1,1,0
92577927,15,0,0,1,0,0,0,7,4,1,1,1,0,3,3,1,0
92577929,14,1,0,1,0,0,0,6,4,0,0,0,0,3,3,0,0
92577982,15,0,1,0,1,0,0,8,3,0,0,0,0,2,2,0,3
92577987,15,1,1,0,1,0,0,8,4,0,2,1,0,1,1,1,0
92578034,16,1,0,1,0,0,0,4,4,0,0,0,0,3,3,0,0
92578042,16,1,0,1,0,0,0,8,3,0,1,1,0,2,2,0,0
92578108,16,1,0,0,1,0,0,4,2,1,2,1,2,1,1,2,0
92578161,15,1,0,0,1,0,0,2,2,2,2,2,0,3,3,1,1
92578280,14,0,0,0,1,0,0,9,2,1,1,1,1,2,1,1,0
92578310,15,0,0,0,1,0,0,4,4,0,0,1,0,3,3,1,0
92578387,15,0,0,0,1,0,0,8,4,0,0,0,0,3,3,0,0
92578411,15,1,0,1,0,0,0,7,3,0,0,0,0,3,3,0,0
92578423,14,0,0,0,1,0,0,9,4,1,3,0,0,1,2,1,3
92578428,15,1,0,0,1,0,0,8,4,0,2,1,0,2,2,0,0
92578515,15,1,0,0,1,0,0,6,3,0,0,0,0,3,3,0,0
92578545,14,1,0,1,0,0,0,4,3,1,0,0,0,3,3,0,0
92578562,14,0,0,1,0,0,0,4,4,1,1,0,0,2,3,0,1
92578580,17,0,0,0,1,0,0,4,4,3,3,1,2,1,1,2,1
92578589,16,0,0,0,1,0,0,,3,0,0,1,0,1,1,0,2
92578667,16,0,1,0,0,0,0,,3,0,0,1,0,3,3,0,0
92578722,17,0,0,0,1,0,0,8,4,1,1,1,0,3,3,0,0
92578783,14,0,0,0,1,0,0,9,4,1,3,1,0,1,1,0,0
92578846,17,1,0,1,0,0,0,8,4,0,0,1,0,3,3,1,0
92578860,17,1,1,0,0,0,0,6,2,1,1,1,0,1,1,0,0
92578899,14,1,0,1,0,0,0,5,2,0,1,0,0,2,1,0,0
92578902,17,0,0,0,1,0,0,4,2,1,2,0,1,2,2,0,3
92578907,17,1,0,0,1,0,0,2,4,0,0,0,0,3,3,0,0
92578930,15,0,0,1,0,0,0,8,2,1,1,1,2,2,1,1,1
92578935,16,0,0,1,0,0,0,9,3,0,2,0,1,2,3,1,0
92578984,17,1,0,0,1,0,0,4,3,0,1,0,0,2,2,0,0
92578995,17,1,0,1,0,0,0,4,3,0,0,1,0,3,3,0,0
92579175,15,1,0,1,0,0,0,8,4,0,1,1,0,3,3,0,0
92579179,14,1,0,1,0,0,0,4,2,0,1,2,2,1,1,1,1
92579232,17,1,0,0,1,1,0,2,3,0,1,0,0,3,3,0,0
92579235,17,0,0,0,1,0,0,9,4,0,1,0,0,3,3,0,0
92579238,14,0,0,0,1,0,0,4,3,1,0,1,1,2,2,1,1
92579261,12,0,0,1,0,0,0,4,3,1,0,0,0,3,3,0,1
92579267,17,0,0,1,0,0,0,4,2,1,2,1,1,1,1,1,1
92579291,17,0,0,1,0,0,0,2,3,1,0,1,0,1,2,0,0
92579292,15,1,0,1,0,0,0,4,4,1,0,1,0,1,2,1,1
92579297,17,1,0,1,0,0,0,4,4,0,1,1,0,3,3,0,0
92579299,16,0,0,1,0,0,0,4,3,1,1,2,3,0,0,3,1
92579335,14,1,0,0,1,1,0,8,3,0,0,0,0,3,3,0,0
92579371,15,0,0,1,0,0,0,8,2,0,1,1,0,1,1,1,0
92579376,16,0,0,1,0,0,0,4,1,0,0,0,0,2,2,0,0
92579934,16,1,0,0,1,0,0,9,4,0,1,0,0,2,2,0,0
92579935,17,1,0,0,1,0,0,9,4,0,0,1,0,3,3,0,0
92579937,15,1,0,0,1,0,0,7,3,0,2,0,0,2,2,1,0
92579942,12,1,0,1,0,0,0,4,2,0,2,1,0,2,3,1,1
92579943,17,1,0,1,0,0,0,4,2,0,2,1,1,0,1,1,0
92579949,17,0,0,1,0,0,0,5,3,0,0,1,0,3,3,0,0
92579960,14,0,0,1,0,0,0,8,4,1,0,2,0,2,2,1,0
92579962,17,1,0,1,0,0,0,8,4,0,0,0,0,2,2,0,0
92579963,12,0,0,1,0,0,0,8,3,0,1,0,1,3,3,1,1
92579965,15,1,0,1,0,0,0,4,1,0,0,1,0,2,2,0,0
92579968,13,0,0,1,0,0,0,7,1,0,1,1,0,1,1,0,0
92579970,15,1,0,1,0,0,0,,1,2,2,3,1,2,2,2,1
92579979,15,1,0,1,0,0,0,4,1,0,1,0,0,2,3,0,1
92579982,16,1,0,1,0,0,0,6,2,0,0,1,0,3,3,0,1
92579984,13,0,0,1,0,0,0,8,3,0,2,0,0,2,2,0,1
92579987,14,0,0,1,0,0,0,8,3,0,1,3,1,2,3,1,1
92579992,17,0,0,1,0,0,0,4,3,0,0,0,0,3,3,0,0
92579993,14,0,0,1,0,0,0,4,4,2,0,3,0,3,3,0,1
92579994,15,1,0,1,0,0,0,5,2,0,0,1,0,3,3,0,0
92579996,13,0,0,1,0,0,0,5,3,0,1,0,0,2,3,0,0
92579998,16,1,0,1,0,0,0,9,3,0,0,1,0,3,3,0,0
92608078,15,1,0,1,0,0,0,9,3,0,2,1,0,2,2,0,0
92608972,16,0,0,0,0,0,1,4,3,0,0,1,0,2,2,0,0
92614170,17,0,0,1,0,0,0,4,2,1,3,1,1,1,2,1,1
92614372,15,1,1,0,0,0,0,5,4,0,1,1,2,1,1,1,0
92619168,13,0,0,1,0,0,0,8,3,0,1,1,0,1,2,0,1
92619265,14,1,0,1,0,0,0,9,3,0,0,0,0,3,3,0,0
92619368,12,1,0,1,0,0,0,9,4,1,1,0,1,2,2,1,0
92619869,14,1,0,1,0,0,0,9,4,1,1,1,0,3,3,0,0
92619969,15,1,0,1,0,0,0,8,3,1,2,1,0,2,2,1,1
92624977,14,0,0,1,0,0,0,6,2,0,1,1,1,2,2,1,0
92676153,16,0,1,1,0,0,0,4,4,1,0,1,1,1,2,1,1
92676351,16,0,0,1,0,0,0,9,2,1,2,1,1,1,1,1,0
92676356,15,1,0,1,0,0,0,4,4,0,1,0,0,3,3,0,0
92676421,13,1,0,0,1,0,0,8,3,0,0,1,1,2,2,1,0
92676457,15,1,0,1,0,0,0,7,4,1,0,1,1,1,2,1,0
92676556,16,1,0,1,0,0,0,8,1,0,0,0,0,3,3,0,0
92678179,14,1,0,1,0,1,0,4,3,0,2,1,0,2,3,1,0
92678476,15,0,0,1,0,0,0,8,3,0,1,2,0,1,2,1,0
92710091,12,1,0,1,0,0,0,5,3,1,0,2,1,2,3,1,0
92710098,14,0,0,1,0,0,0,4,3,0,0,3,0,2,3,0,0
92710191,13,1,0,1,0,0,0,4,2,0,1,0,0,2,2,0,1
92710199,12,0,1,1,0,0,0,,3,0,1,0,0,3,3,0,0
92710210,12,0,1,1,0,0,0,2,3,0,2,1,0,1,2,1,1
92710291,13,1,0,1,0,0,0,8,3,1,0,0,0,3,3,0,0
92710392,12,0,0,1,0,0,0,9,3,1,1,1,0,3,3,0,0
92710398,12,0,0,1,0,0,0,8,3,0,1,0,0,2,2,0,0
92710581,15,0,0,0,1,0,0,4,2,0,0,3,1,3,3,1,0
92710936,13,1,0,1,0,0,0,9,4,0,0,1,0,3,3,1,0
92710999,12,1,0,1,0,0,0,8,2,1,0,0,0,3,3,0,0
92711067,12,0,0,1,0,0,0,9,2,1,2,1,0,2,3,1,0
92711076,14,0,0,0,1,0,0,4,3,2,3,2,1,3,1,0,0
92711969,12,1,0,1,1,0,0,8,3,1,1,1,1,1,1,2,0
92712148,12,0,0,1,0,0,0,8,2,0,0,1,1,3,3,1,1
92712217,12,1,0,1,0,0,0,4,2,0,2,1,0,2,2,0,0
92712242,12,1,0,1,0,0,0,5,4,0,0,0,0,1,2,0,1
92712276,15,1,0,0,1,0,0,,0,3,0,1,1,3,3,1,0
92712391,12,1,0,1,0,0,0,4,4,1,0,0,0,3,3,0,0
92712919,14,0,0,1,0,0,0,4,2,0,0,2,0,2,3,1,0
92712996,13,1,0,1,0,0,0,4,2,0,0,0,0,2,2,0,0
92712998,13,1,1,1,0,0,0,7,3,0,0,0,0,3,3,0,0
92713132,12,0,0,1,0,0,0,9,4,1,1,0,0,1,2,0,1
92713191,13,0,0,1,0,0,0,8,3,0,1,0,0,3,3,0,0
92713198,13,0,0,1,0,0,0,8,3,0,1,1,0,3,3,0,0
92713293,14,1,0,1,0,0,0,5,4,0,1,1,0,2,2,0,0
92713391,12,1,0,1,0,0,0,2,2,0,2,1,0,2,3,1,1
92713399,12,0,0,1,0,0,0,9,3,0,1,1,1,2,2,0,0
92713936,13,0,0,1,0,0,0,8,2,0,1,3,0,2,2,0,0
92714112,12,0,0,0,1,0,0,4,3,1,1,2,1,1,1,1,0
92714199,12,1,0,1,0,0,0,6,3,0,3,2,3,1,1,2,0
92714212,12,0,0,0,1,0,0,4,4,1,1,1,1,1,1,1,1
92714249,12,0,0,0,0,1,0,7,0,0,2,0,0,2,2,1,1
92714330,13,1,0,1,0,0,0,7,4,0,0,0,0,3,3,0,0
92714331,12,0,0,0,1,0,0,4,4,0,1,0,0,3,2,0,0
92714687,13,0,1,0,0,0,0,4,4,1,2,1,1,1,1,1,0
92714880,12,0,0,1,0,0,0,4,2,0,0,0,0,2,2,1,0
92714895,12,1,0,0,1,0,0,9,4,3,3,3,2,1,2,3,2
92714917,12,1,0,0,1,0,0,4,4,0,0,0,0,1,3,1,0
92714927,12,0,0,1,0,0,0,7,4,0,0,1,0,3,3,1,0
92714932,13,1,0,0,1,0,0,7,2,2,2,2,1,1,2,2,2
92714942,13,0,0,1,0,0,0,2,3,0,0,0,0,2,2,1,1
92715259,13,1,0,1,0,0,0,2,2,2,2,1,1,2,1,1,1
92715321,13,0,0,0,1,0,0,5,1,0,1,1,0,2,3,1,1
92715352,15,0,0,1,0,0,0,4,3,1,1,1,1,1,3,1,1
92715357,13,1,0,1,0,0,0,2,2,2,0,1,2,1,3,1,1
92715399,13,1,0,0,0,0,1,4,3,1,1,0,0,3,3,1,1
92715896,12,0,0,0,0,0,1,8,2,1,1,0,1,1,1,1,0
92715931,12,1,0,1,0,0,0,7,4,1,0,0,0,3,3,0,0
92715953,12,1,0,0,1,0,0,7,4,1,2,1,0,2,2,1,1
92715956,14,0,0,0,0,0,0,,3,0,0,0,0,3,3,0,3
92715980,15,0,0,1,0,0,0,7,2,0,0,1,0,3,2,1,0
92715984,13,1,0,1,0,0,0,4,4,2,2,1,1,2,1,1,1
92715985,14,1,0,1,0,0,0,4,4,0,0,0,0,3,3,0,0
92715998,11,1,1,0,0,0,0,2,3,0,2,1,1,2,2,1,0
92716069,13,1,0,1,0,0,0,8,2,1,3,0,1,2,1,1,0
92716164,13,0,0,1,0,0,0,7,3,0,0,0,0,3,3,0,0
92716167,13,1,0,1,0,0,0,2,4,1,2,1,0,2,2,0,0
92716332,13,0,0,0,0,0,1,4,3,0,0,0,0,2,2,0,1
92716333,12,1,1,0,0,0,0,4,3,0,1,0,0,1,2,0,0
92716339,13,1,1,1,0,0,0,6,2,0,0,2,0,2,2,1,0
92716353,13,1,1,1,0,0,0,7,2,2,0,0,1,3,3,0,0
92716360,13,1,0,1,0,0,0,,2,1,0,0,0,2,3,0,0
92716390,13,0,0,0,1,0,0,8,4,3,0,1,1,1,1,1,1
92716883,12,1,0,1,0,0,0,8,4,0,0,0,0,3,3,0,0
92716897,14,1,0,0,1,1,0,7,3,0,0,0,0,3,3,0,0
92716901,13,1,0,1,0,0,0,8,3,0,1,0,0,3,3,1,0
92716902,13,1,0,1,0,0,0,9,4,0,2,1,0,3,3,0,0
92716936,13,0,1,1,0,0,0,9,1,1,3,1,0,1,3,1,0
92716976,12,1,0,1,0,0,0,5,4,0,1,0,1,3,3,1,0
92716985,13,1,0,1,0,0,0,4,4,0,0,1,0,3,3,0,0
92717166,13,1,0,0,1,0,0,8,2,1,2,1,0,1,2,0,0
92717265,14,1,0,1,0,0,0,8,3,1,3,1,0,3,2,1,1
92717368,13,1,0,1,0,0,0,4,2,0,0,3,0,3,3,0,0
92717866,13,0,0,0,1,0,0,4,1,1,0,1,2,1,2,1,0
92717911,12,0,0,1,0,0,0,8,4,1,1,0,0,3,3,0,0
92717912,12,1,0,1,0,0,0,9,2,1,2,0,1,3,3,1,0
92717915,12,1,0,1,0,0,0,8,3,0,1,1,0,2,2,1,0
92717916,13,0,0,1,0,0,0,8,3,0,2,3,1,1,1,1,1
92717917,12,0,0,1,0,0,0,,1,3,1,1,1,3,3,2,0
92717918,12,0,0,1,0,0,0,9,3,0,1,1,0,3,3,0,0
92718020,14,1,0,1,0,0,0,2,3,1,1,1,1,1,1,1,0
92718027,13,1,0,0,1,0,0,4,4,0,2,0,0,2,3,1,0
92718100,12,1,0,0,1,0,0,8,3,0,1,1,0,3,3,0,0
92718114,13,0,0,1,0,0,0,9,4,0,3,1,1,1,1,1,0
92718115,13,0,0,0,1,0,0,,1,1,0,2,2,2,2,2,0
92718126,14,0,0,0,1,0,0,4,4,1,0,1,0,2,2,0,0
92718190,13,0,0,1,0,0,0,2,4,0,2,2,1,1,3,2,1
92718265,13,1,0,0,1,0,0,7,3,1,0,0,0,3,3,0,0
92718269,13,0,0,0,1,0,0,4,4,0,0,0,0,3,3,0,0
92718307,12,0,0,0,1,0,0,8,2,0,0,1,0,3,3,0,0
92718324,12,0,0,0,1,0,0,6,3,0,1,0,0,2,2,0,0
92718344,13,1,0,1,0,0,0,8,4,0,2,0,0,3,3,0,1
92718370,13,1,0,1,0,0,0,9,2,0,0,1,0,2,2,1,0
92718390,12,1,0,1,0,0,0,8,3,0,0,0,0,3,3,1,0
92718906,12,1,0,0,1,0,0,4,3,0,0,2,1,2,3,1,0
92718922,12,0,0,1,0,0,0,9,3,1,1,2,1,2,2,1,1
92718925,12,1,0,0,1,0,0,4,3,1,2,1,0,1,3,1,3
92718929,13,1,0,1,0,0,0,7,2,0,0,0,1,2,2,0,1
92718945,13,0,0,1,0,0,0,4,3,0,1,0,0,2,2,0,0
92718978,13,1,0,1,0,0,0,8,3,0,0,1,0,2,2,0,0
92719277,14,1,0,0,0,1,0,2,3,0,1,1,0,2,2,1,0
92719934,15,0,0,0,1,0,0,8,2,0,0,0,0,3,3,0,0
92719939,13,0,0,0,1,0,0,7,3,1,0,2,0,3,3,0,0
92719970,14,0,0,1,0,0,0,5,3,0,1,1,0,1,1,0,1
92719971,13,1,0,1,0,0,0,7,2,1,0,3,0,2,1,1,0
92719975,13,0,0,1,0,0,0,4,1,0,0,0,0,2,3,0,0
92719979,13,1,0,1,0,0,0,8,1,0,1,0,0,3,3,0,0
93316052,13,1,1,0,0,0,0,4,2,0,0,2,0,1,1,1,0
93316956,13,0,1,0,0,0,0,2,3,1,0,1,1,2,3,1,0
93374970,14,0,0,1,0,0,0,6,3,1,1,0,0,3,3,0,0
93374973,12,0,0,1,0,0,0,7,4,0,2,1,1,2,2,1,1
93374975,13,1,0,1,0,0,0,4,4,0,1,2,0,3,3,0,0
93374978,13,1,0,1,0,0,0,8,3,0,1,1,0,3,3,0,0
93500252,15,1,1,1,0,0,0,2,2,0,0,1,0,3,3,0,0
93500376,15,0,0,1,1,0,0,8,4,0,0,0,0,3,3,0,0
93500385,15,0,0,1,0,0,0,8,4,0,2,0,0,1,1,1,0
93500455,14,0,0,0,1,0,0,2,2,0,0,2,0,2,3,1,1
93500514,15,1,1,0,0,0,0,,3,0,2,0,1,2,3,1,1
93500517,14,1,1,0,0,0,0,5,4,3,0,0,1,2,3,1,2
93500915,17,1,1,1,0,0,0,1,4,1,1,3,1,0,0,2,3
93503136,15,0,0,1,0,0,0,8,2,1,0,0,0,2,2,0,1
93503201,18,0,1,1,0,0,0,4,2,0,2,0,0,1,1,1,0
93503507,15,1,1,8,8,8,8,1,1,0,2,1,1,1,2,1,1
93503804,16,0,0,0,1,0,0,4,2,2,3,2,2,1,2,2,0
93504001,15,1,0,0,1,0,0,9,4,0,2,1,0,2,2,0,0
93504004,12,0,0,1,1,0,0,6,4,1,0,1,0,3,3,0,1
93504281,15,1,0,1,0,0,0,7,2,1,1,1,1,2,2,1,1
93504600,16,0,0,0,1,0,0,9,3,1,2,1,0,2,2,1,1
93504605,12,1,0,1,0,0,0,8,3,0,1,1,0,3,3,1,0
93504704,14,1,0,0,1,0,0,8,4,0,2,0,1,1,1,1,0
93504823,14,1,0,1,0,1,0,7,3,1,2,2,2,1,1,2,0
93504990,17,1,0,1,0,0,0,2,4,0,0,0,0,3,3,0,0
93504993,17,0,0,0,1,0,0,7,2,1,2,1,0,1,3,1,1
93506053,15,0,0,0,1,0,0,9,3,0,3,1,0,2,1,1,0
93506147,16,0,0,1,0,0,0,9,4,0,2,0,0,3,3,0,0
93506150,15,1,0,1,0,0,0,8,3,0,1,0,0,2,3,1,0
93506222,15,0,1,1,0,0,0,2,3,1,0,1,1,2,2,1,1
93506226,15,0,0,0,0,0,1,4,4,0,1,1,0,2,3,0,1
93506242,16,1,0,0,0,0,1,8,2,0,1,0,0,2,3,0,0
93506273,14,0,0,1,0,0,0,6,3,2,1,1,1,3,2,1,1
93506290,15,1,1,0,0,0,0,3,3,0,0,0,0,3,3,0,0
93506340,17,1,0,0,0,0,1,7,4,1,0,1,0,3,3,1,0
93506487,15,0,0,1,0,0,0,8,4,0,0,0,0,3,3,1,0
93506573,15,1,0,1,0,0,0,8,4,0,1,0,0,2,2,0,0
93506722,13,0,1,1,0,0,0,4,2,1,1,0,0,2,2,0,0
93506930,16,0,1,0,0,0,0,4,4,0,0,0,1,0,2,1,0
93507256,13,0,0,1,0,0,0,9,2,3,2,2,1,1,1,1,1
93507312,15,1,0,1,0,0,0,6,3,0,1,0,0,3,3,0,0
93508228,17,1,0,1,0,0,0,9,4,0,0,0,0,3,3,0,0
93508270,16,0,0,1,0,0,0,7,3,1,1,1,0,3,3,0,0
93508287,16,1,0,0,1,0,0,4,4,2,2,2,1,2,3,1,1
93508463,13,1,0,1,0,0,0,2,1,0,0,1,0,1,1,1,0
