id,age,female,hispanic,white,black,native,asian,prtedu,health,q1,q2,q3,q4,q5,q6,q7,q8
90504504,14,1,0,0,1,0,0,9,4,0,1,0,0,2,2,0,0
90504603,14,0,0,0,1,0,0,8,3,0,1,1,1,3,3,0,0
90504786,15,0,0,1,0,0,0,4,2,1,1,0,0,3,3,0,0
90506040,17,1,0,0,0,0,1,5,1,1,2,1,0,2,2,0,0
90506094,14,1,0,1,1,1,0,7,2,1,0,0,0,3,3,0,0
90506203,16,1,0,1,0,0,0,7,4,0,0,0,0,2,3,0,1
90506236,14,1,0,1,0,0,0,8,3,0,1,1,0,1,2,0,0
90506268,14,0,1,1,0,0,0,8,3,1,1,1,1,1,2,1,0
90506372,18,1,0,1,0,0,0,8,3,1,2,2,2,1,1,1,1
90506397,15,0,0,0,1,0,0,8,2,0,1,0,0,2,2,0,0
90506428,15,1,1,0,0,0,0,7,4,0,1,0,0,3,3,1,0
90506472,16,1,0,1,0,0,0,7,3,0,1,2,0,2,3,0,0
90506725,15,1,0,1,0,0,0,7,3,0,1,2,0,3,3,0,0
90506828,15,1,1,0,0,0,0,6,1,1,1,3,1,3,3,1,0
90506849,12,1,0,0,0,0,1,8,4,1,1,0,0,3,3,1,0
90506987,15,1,0,1,0,0,0,8,2,1,2,0,0,2,2,0,0
90507350,15,1,0,1,0,0,0,8,1,0,0,1,0,2,2,0,0
90507957,14,1,1,1,0,0,0,5,2,2,0,2,0,2,2,1,0
90508033,17,1,0,1,0,0,0,8,4,0,0,0,0,2,2,1,0
90508165,14,1,0,0,1,0,0,6,1,0,0,1,0,3,3,1,0
90508325,16,1,0,0,1,0,0,8,4,1,2,2,0,2,2,1,0
90508577,15,1,1,1,0,0,0,8,2,1,1,1,0,2,2,1,0
90508969,15,1,0,1,0,0,0,7,4,1,0,0,0,3,3,0,0
90540850,15,0,1,1,0,0,0,7,3,0,0,1,1,2,2,0,0
90543102,16,0,1,0,0,0,0,2,4,1,0,0,0,2,2,0,0
90543104,16,1,1,0,0,0,0,2,2,0,0,1,0,2,2,0,0
90544989,14,1,0,1,0,0,0,8,2,1,2,2,1,1,1,1,0
90546223,16,0,0,1,0,0,1,3,2,1,2,2,0,1,2,1,1
90548078,15,1,0,1,0,0,0,8,3,1,2,1,1,1,1,1,1
90570023,16,1,0,1,0,0,0,4,2,1,3,3,2,1,1,2,0
90570051,18,0,1,0,0,0,0,2,3,1,2,0,0,1,3,1,1
90570180,15,0,0,0,1,0,0,9,3,0,0,1,0,3,3,0,0
90570184,17,1,0,0,0,0,1,4,2,1,1,1,0,1,2,0,0
90570190,14,1,0,1,0,0,0,5,4,1,2,2,1,1,1,1,1
90570220,16,0,0,1,0,0,0,6,4,0,0,2,0,2,1,1,0
90570222,16,0,0,1,0,0,0,4,4,1,0,0,0,2,2,0,0
90570280,17,0,1,0,0,0,0,6,1,1,1,1,1,2,3,1,1
90570282,15,0,0,0,1,0,0,8,4,1,1,1,1,2,2,2,0
90570373,16,0,0,1,0,0,0,4,2,1,0,1,0,3,3,0,0
90570388,19,0,0,1,0,0,0,4,2,0,0,0,0,3,3,0,0
90570412,16,0,1,0,0,0,0,1,3,0,1,0,0,2,2,0,0
90570531,16,0,0,1,0,0,0,5,3,0,1,1,1,2,3,0,0
90570582,16,0,0,0,1,0,0,9,3,0,1,1,0,3,3,0,0
90570626,17,0,0,0,1,1,0,,3,2,3,2,2,0,1,1,1
90570628,13,1,0,0,1,0,0,1,3,1,0,1,1,3,3,1,0
90570655,16,1,0,0,1,0,0,7,2,3,1,1,1,2,2,1,1
90570697,16,1,0,1,0,0,0,9,2,0,2,0,1,2,2,1,0
90570725,17,1,0,1,0,0,0,9,2,0,0,0,0,3,3,1,0
90570778,15,1,1,0,0,0,0,5,2,0,1,1,0,2,3,0,2
90570820,15,0,0,1,0,0,0,2,4,0,0,0,0,3,3,0,0
90570892,16,1,0,1,0,0,0,7,4,0,1,2,0,3,3,0,0
90570992,15,1,0,1,0,0,0,4,3,1,2,1,1,1,1,1,1
90571004,14,0,0,1,0,0,0,4,4,1,1,1,1,1,2,1,0
90571069,14,1,0,1,0,1,0,4,2,1,2,2,1,2,1,1,0
90571074,16,0,1,0,0,0,0,10,4,3,2,1,0,2,1,1,1
90571103,14,0,0,1,0,0,0,4,2,1,2,1,1,2,2,1,1
90571107,13,1,0,1,0,0,0,9,3,1,2,1,1,1,1,1,1
90571208,14,0,0,1,0,0,0,4,2,0,0,1,0,3,3,0,0
90571210,12,0,0,1,0,0,0,6,4,1,2,0,0,2,3,1,1
90571214,16,1,0,1,0,0,0,4,2,1,1,0,0,1,1,1,0
90571217,13,1,0,1,0,0,0,9,3,0,1,0,0,3,3,0,0
90571276,17,1,0,1,0,0,0,2,1,1,2,3,1,1,2,0,0
90571315,14,0,0,1,0,0,0,9,3,0,0,0,0,3,3,0,0
90571401,12,1,0,1,0,0,0,6,3,0,1,0,0,3,3,0,0
90571402,17,1,0,1,0,0,0,4,3,0,2,1,1,2,2,1,0
90571418,16,1,0,1,0,0,0,9,3,0,0,0,0,2,2,0,0
90571461,17,0,0,1,0,0,0,7,2,0,1,1,0,2,2,0,2
90571462,16,0,0,1,0,0,0,5,4,0,0,0,0,3,2,1,0
90571472,18,1,0,1,0,0,0,4,2,1,2,2,3,1,1,2,1
90571805,13,1,0,1,0,0,0,4,4,1,0,1,0,3,3,0,0
90571816,13,1,0,1,0,0,0,7,4,1,1,1,1,3,3,1,0
90571861,17,1,0,1,0,0,0,7,3,0,0,0,0,2,2,0,0
90571907,13,0,0,1,0,0,0,4,3,0,1,2,0,3,3,0,0
90571913,17,1,0,1,0,0,0,8,2,0,2,2,1,2,2,1,0
90571914,13,1,0,1,0,0,0,4,3,2,3,0,0,3,3,1,1
90571971,13,1,1,0,0,0,0,1,3,1,1,0,0,2,2,1,0
90571979,17,1,0,1,0,0,0,2,2,0,0,1,0,3,3,0,1
90572007,14,1,0,1,0,0,0,8,3,0,1,1,0,2,2,0,0
90572049,15,0,0,1,0,0,0,7,3,1,0,0,0,2,2,1,0
90572070,14,0,0,1,0,0,0,8,2,0,2,2,0,3,3,0,0
90572147,16,0,0,1,0,0,0,7,3,1,2,1,1,1,1,1,2
90572169,13,0,0,1,0,0,0,7,3,1,1,0,0,2,3,1,0
90572172,16,0,0,1,0,0,0,8,4,0,0,2,1,3,3,0,0
90572177,13,1,0,1,0,0,0,8,3,3,3,3,3,0,0,2,1
90572192,15,1,0,1,0,0,0,7,4,1,1,2,0,3,2,1,1
90572198,16,1,0,1,0,0,0,4,4,1,0,1,1,3,3,1,0
90572209,16,0,0,1,0,0,0,4,3,1,0,2,1,1,1,1,1
90572213,15,1,0,1,0,0,0,4,3,0,1,0,0,2,3,1,0
90572221,13,1,0,1,0,0,0,6,3,1,2,1,1,1,1,1,0
90572228,17,1,0,1,0,0,0,8,1,1,0,2,1,2,2,1,0
90572265,15,1,0,1,0,0,0,4,3,1,2,0,1,1,1,1,0
90572268,13,1,0,1,0,0,0,7,3,1,1,2,0,3,3,0,0
90572269,15,1,0,1,0,0,0,7,2,0,1,1,0,3,3,1,0
90572280,16,1,0,1,0,0,0,3,2,0,0,1,0,1,1,1,1
90572282,16,1,0,0,1,0,0,2,4,1,2,3,1,3,3,1,0
90572283,14,1,0,1,0,0,0,4,4,0,3,0,2,1,1,1,0
90572285,17,1,0,0,1,0,0,,4,0,0,1,0,3,3,0,0
90572293,16,1,1,0,0,0,0,2,2,0,1,0,1,2,3,1,0
90572303,14,1,0,1,0,0,0,7,2,0,0,0,0,3,3,0,0
90572323,17,0,0,0,0,1,0,7,2,1,0,1,0,2,2,1,0
90572341,19,0,0,1,0,0,0,4,4,0,2,0,0,2,3,1,0
90572384,16,0,0,1,0,0,0,7,3,1,0,0,0,3,3,0,0
90572393,17,0,0,1,0,0,0,,4,0,1,0,0,3,3,0,0
90572397,17,1,0,1,0,0,0,8,2,1,1,1,0,2,2,1,0
90572448,16,0,0,1,0,0,0,6,3,1,2,2,2,1,2,1,2
90572469,12,1,0,1,0,0,0,9,3,1,1,1,0,2,2,0,0
90572667,16,1,0,1,0,0,0,9,4,0,0,0,0,2,2,1,0
90572862,17,0,0,1,0,0,0,4,3,1,2,1,0,2,1,1,0
90572864,13,0,0,1,0,0,0,8,2,1,0,0,0,2,2,0,0
90572900,15,1,0,1,0,0,0,4,4,0,3,0,0,3,2,0,0
90572909,15,0,0,1,0,0,0,8,3,1,0,1,0,2,1,0,2
90572920,13,1,1,0,0,0,0,4,1,0,0,1,0,2,2,0,0
90572925,14,1,1,0,0,0,0,,3,3,3,3,1,3,2,1,3
90572940,16,0,0,1,0,0,0,4,4,0,2,0,0,2,3,0,0
90572974,15,1,0,1,0,0,0,4,3,1,0,2,1,1,1,1,1
90572983,17,1,0,1,0,0,0,5,2,3,2,2,1,2,2,2,3
90572984,16,1,0,1,0,0,0,4,4,0,0,1,0,3,3,1,0
90572991,16,1,1,0,0,0,0,2,4,0,0,0,0,2,3,0,0
90572998,16,0,0,1,0,0,0,7,4,1,0,1,0,3,3,1,0
90573011,17,1,0,1,0,0,0,7,3,2,1,3,0,3,3,0,0
90573013,18,0,0,1,0,0,0,,4,0,2,3,1,3,3,1,1
90573117,17,1,0,1,0,0,0,4,1,0,0,1,0,3,3,0,0
90573194,17,1,0,1,0,0,0,6,4,1,2,1,1,1,2,1,0
90573212,13,0,0,1,0,0,0,7,4,0,2,0,0,2,2,0,0
90573217,16,1,0,1,0,0,0,4,3,0,0,0,0,3,3,0,0
90573409,16,0,1,1,0,0,0,2,1,0,0,0,0,3,3,0,0
90573491,16,1,0,1,0,0,0,7,2,1,2,3,3,1,0,2,1
90573618,14,1,0,1,0,0,0,2,3,2,1,2,1,3,3,0,2
90573818,12,0,0,1,0,0,0,4,3,1,0,2,0,1,1,1,1
90573819,17,0,0,1,0,0,0,2,1,0,2,1,1,1,1,1,0
90573940,12,1,0,1,0,0,0,7,2,1,0,2,0,1,1,1,1
90573941,13,1,0,1,0,0,0,5,4,1,0,1,1,3,3,1,0
90573945,13,1,0,1,0,0,0,4,3,0,0,1,0,2,2,0,0
90573946,16,1,0,1,0,0,0,7,3,1,0,1,0,3,3,0,0
90573954,12,1,0,1,0,0,0,9,3,0,0,0,0,3,3,0,0
90573956,12,1,0,1,0,0,0,5,3,2,1,3,2,1,1,2,1
90573959,17,0,0,1,0,0,0,8,3,0,1,0,0,3,3,0,0
90573992,15,0,0,1,0,0,0,,3,1,1,1,0,2,2,1,0
90573994,17,0,0,1,0,0,0,4,3,0,3,1,1,1,1,1,1
90574133,16,0,0,1,0,0,0,5,3,0,0,1,0,1,1,1,1
90574145,15,1,0,1,0,0,0,4,3,0,1,0,0,2,2,0,0
90574197,18,0,0,1,0,0,0,4,2,0,1,0,0,2,2,0,0
90574204,14,1,0,0,1,0,0,4,1,0,1,0,0,2,3,0,0
90574205,16,1,0,1,0,0,0,4,2,0,0,0,0,2,2,1,0
90574307,16,1,0,0,1,0,0,6,2,0,1,1,0,2,2,1,0
90574335,15,1,0,1,0,0,0,4,2,0,0,1,0,3,3,0,0
90574392,15,1,0,0,1,0,0,4,3,1,0,0,0,1,3,1,1
90574415,15,0,0,1,0,0,0,4,2,0,1,1,0,3,3,0,0
90574489,14,1,0,1,0,0,0,4,2,0,1,1,1,1,1,1,0
90574494,19,1,0,0,1,0,0,,3,2,2,1,1,1,3,1,0
90574499,18,1,0,0,1,0,0,,0,1,3,0,1,1,3,0,0
90574503,15,1,1,0,0,0,0,7,3,0,0,0,0,3,3,0,0
90574538,17,0,0,1,0,0,0,2,4,0,3,0,0,2,2,0,0
90574742,15,1,1,0,0,1,0,,4,1,0,1,0,3,3,0,0
90574744,15,1,1,0,0,1,0,4,3,1,1,1,0,2,2,1,0
90574805,15,0,0,0,1,0,0,8,4,0,1,2,0,2,2,0,0
90574817,15,0,0,0,1,0,0,7,2,0,0,1,0,2,2,1,0
90574835,16,1,0,0,1,0,0,,1,0,1,2,0,2,3,0,0
90574884,17,1,0,1,0,0,0,,4,0,0,1,1,2,2,1,0
90574890,16,1,0,0,1,0,0,7,3,1,1,0,0,3,3,0,0
90574918,14,0,0,0,1,0,0,8,3,1,0,0,0,3,3,0,0
90574935,15,1,0,0,1,0,0,4,4,1,0,0,0,3,2,1,0
90574992,17,1,0,1,0,0,0,7,2,1,2,1,0,2,2,0,0
90575005,15,0,0,1,0,0,0,1,3,1,0,1,1,1,1,1,1
90575111,14,1,0,1,0,0,0,9,3,1,1,1,1,1,2,2,0
90575118,18,0,0,1,0,0,0,8,4,0,0,1,0,2,2,0,0
90575126,14,1,0,0,1,0,0,4,4,1,2,1,1,1,1,1,1
90575131,15,1,0,1,0,0,0,9,4,0,0,1,0,3,3,0,0
90575158,17,0,0,1,0,0,0,4,3,0,1,1,0,2,2,0,0
90575167,14,1,0,1,0,0,0,4,4,1,0,1,0,2,3,0,0
90575205,17,0,1,0,0,0,0,2,4,1,0,1,0,2,2,1,0
90575207,13,0,1,1,0,0,0,4,2,0,1,1,0,2,3,1,0
90575210,16,0,0,1,0,0,0,8,4,0,2,1,1,1,1,1,0
90575229,15,0,0,0,1,0,0,1,2,1,0,1,1,1,2,0,0
90575231,16,1,0,0,1,0,0,4,2,0,1,2,0,1,1,0,0
90575243,16,0,0,0,1,0,0,8,3,0,1,0,0,1,0,1,0
90575250,16,1,0,1,0,0,0,4,3,2,2,2,2,1,1,2,2
90575257,17,0,0,1,0,0,0,7,1,1,3,3,3,1,2,1,1
90575263,16,1,0,0,0,0,0,8,3,1,2,0,1,2,2,1,0
90575266,15,0,0,0,1,0,0,,4,0,0,0,0,2,3,0,0
90575288,18,0,0,1,0,0,0,5,3,1,1,1,1,1,2,1,0
90575333,14,0,0,1,0,0,0,9,3,0,1,1,0,3,3,0,0
90575354,14,1,0,1,0,0,0,4,3,0,0,1,0,3,3,0,0
90575378,16,1,0,1,0,0,0,9,4,0,1,1,0,3,3,0,0
90575465,15,0,0,1,0,0,0,4,3,0,0,1,0,2,2,1,0
90575521,14,0,0,0,1,0,0,4,3,0,1,0,0,3,3,0,0
90575623,17,1,0,0,1,0,0,7,4,0,1,0,0,3,3,0,0
90575834,14,0,0,0,1,0,0,6,4,0,2,0,0,2,1,1,1
90575836,16,0,0,1,0,0,0,7,3,1,1,1,0,2,2,0,0
90575871,16,0,0,1,0,0,0,,3,0,2,1,0,2,2,1,0
90575873,16,1,0,0,1,0,0,9,3,0,0,1,0,2,2,0,0
90575919,15,0,0,1,0,1,0,9,3,1,1,1,0,3,3,1,0
90575931,16,0,0,1,0,0,0,8,2,1,2,1,1,1,1,2,0
90575942,12,1,0,0,1,0,0,8,4,0,2,1,2,1,0,2,0
90575943,13,1,0,0,1,0,0,9,4,0,2,0,0,3,3,0,0
90575944,12,1,0,0,1,0,0,9,3,0,1,0,0,3,2,0,0
90575946,14,1,1,1,0,0,0,7,4,0,1,0,0,2,3,0,0
90575948,16,1,1,1,0,0,0,9,3,1,0,1,0,2,2,1,0
90575950,14,1,0,1,0,0,0,8,3,0,0,1,0,2,2,0,0
90575975,17,1,0,1,0,0,0,9,2,0,2,0,0,2,2,0,1
90575978,15,1,0,1,0,0,0,9,3,0,1,1,0,2,3,0,0
90575982,15,1,0,0,1,0,0,4,4,1,1,1,1,2,3,1,0
90575991,15,1,0,0,1,0,0,6,0,0,3,1,1,1,1,1,2
90576057,14,1,1,0,0,0,0,2,4,0,2,1,0,3,2,0,0
90576104,15,1,1,0,0,0,0,,2,1,2,1,1,3,2,1,0
90576117,16,0,0,1,0,0,0,8,3,0,0,0,0,3,3,0,0
90576119,16,1,0,1,0,1,0,4,2,0,2,1,2,1,1,3,0
90576142,16,1,0,0,0,0,1,4,3,1,0,1,0,2,3,0,0
90576148,12,1,1,0,0,0,1,8,3,1,2,1,2,0,0,2,2
90576245,16,1,0,0,0,0,1,6,3,0,1,0,0,3,3,1,0
90576248,13,0,0,1,0,0,1,9,2,1,1,1,1,1,1,1,0
90576285,15,1,0,1,0,0,0,7,4,2,1,0,0,2,2,1,0
90576336,14,0,1,0,0,0,0,4,2,1,0,1,1,1,1,1,1
90576412,15,1,0,1,0,0,0,7,2,0,1,1,0,3,3,1,2
90576445,14,1,0,1,0,0,1,8,1,0,0,0,0,3,3,0,0
90576481,16,1,0,1,0,0,0,7,2,3,1,1,0,3,3,0,0
90576485,17,0,0,1,0,0,0,9,4,0,1,0,0,3,3,0,0
90576522,17,1,1,1,0,0,0,4,3,0,0,0,0,3,3,0,0
90576531,17,0,0,1,0,0,0,9,3,0,2,1,0,2,2,0,0
90576687,14,1,0,1,0,0,0,8,1,0,0,1,0,3,2,0,0
90576754,16,1,0,0,1,0,0,7,2,0,0,1,0,3,3,1,0
90576758,17,0,1,0,0,0,0,4,3,1,0,1,0,3,3,1,0
90576759,15,1,0,1,0,0,0,4,2,1,1,3,1,2,2,1,0
