schid,stuid,pfemale,page,sfemale,match,attention,affective
3021,9,0,43,0,1,0.161690416690889,0
3022,0,0,42,1,0,-0.111111111111111,0
3022,1,0,40,0,1,-0.111111111111111,1
3022,2,0,38,0,1,1.22222222222222,0
3022,3,0,36,0,1,0.888888888888889,1
3022,4,0,35,0,1,1.55555555555556,1
3022,5,0,41,0,1,-0.777777777777778,1
3022,6,0,45,0,1,-1.11111111111111,0
3022,7,0,41,0,1,-0.444444444444444,0
3022,8,0,45,1,0,-1.11111111111111,0
3023,0,0,46,0,1,-1.10679718105893,0
3023,1,0,44,0,1,1.26491106406735,0
3023,2,0,46,0,1,-1.10679718105893,0
3023,3,0,44,0,1,1.26491106406735,0
3023,4,0,45,0,1,-1.10679718105893,0
3023,5,0,44,0,1,-0.316227766016838,0
3023,6,0,44,0,1,-0.316227766016838,0
3023,7,0,44,0,1,-0.316227766016838,0
3023,8,0,42,0,1,1.26491106406735,0
3023,9,0,43,0,1,0.474341649025257,0
3024,1,0,42,0,1,1.63784604970665,0
3024,2,0,42,0,1,1.07089934019281,0
3024,3,0,43,0,1,0.50395263067897,0
3024,4,0,44,0,1,-0.629940788348712,0
3024,5,0,44,0,1,-0.0629940788348711,0
3024,6,0,46,0,1,-1.19688749786255,0
3024,7,0,43,0,1,-0.629940788348712,0
3024,8,0,44,0,1,-1.19688749786255,0
3024,9,0,41,0,1,0.50395263067897,0
3025,0,0,44,0,1,-0.457036674119234,0
3025,1,0,39,0,1,0.0507818526799151,1
3025,2,0,44,1,0,-0.964855200918384,0
3025,3,0,40,0,1,1.57423743307736,0
3025,4,0,43,0,1,0.0507818526799151,0
3025,5,0,40,1,0,1.06641890627821,0
3025,6,0,42,0,1,1.06641890627821,0
3025,7,0,40,0,1,0.0507818526799151,0
3025,8,0,46,0,1,-1.47267372771753,0
3025,9,0,43,1,0,-0.964855200918384,0
3028,0,0,38,0,1,0.737864787372622,0
3028,1,0,38,1,0,0.210818510677892,0
3028,2,0,37,0,1,0.737864787372622,0
3028,3,0,36,1,0,0.737864787372622,0
3028,4,0,37,0,1,0.737864787372622,0
3028,5,0,38,1,0,0.210818510677892,0
3028,6,0,39,0,1,0.210818510677892,0
3028,7,0,36,1,0,-0.843274042711568,1
3028,8,0,38,0,1,-0.316227766016838,0
3028,9,0,42,1,0,-2.42441287279576,0
3029,0,0,44,1,0,-1.19875626154178,0
3029,1,0,,0,1,1.62184670679183,
3029,2,0,40,0,1,-0.141030148416681,1
3029,3,0,,0,1,0.211545222625021,
3029,4,0,42,0,1,-0.493605519458382,0
3029,5,0,40,0,1,-0.493605519458382,1
3029,6,0,44,0,1,-0.846180890500083,0
3029,7,0,38,0,1,0.564120593666722,1
3029,8,0,39,0,1,1.62184670679183,0
3029,9,0,40,0,1,-0.846180890500083,1
3030,0,0,,1,0,0.893071327614168,
3030,1,0,39,0,1,0.893071327614168,0
3030,2,0,,1,0,0.893071327614168,
3030,3,0,44,0,1,-0.954662453656525,0
3030,4,0,40,1,0,-0.33875119323296,0
3030,5,0,42,0,1,-0.954662453656525,0
3030,6,0,40,1,0,-0.0307955630211781,0
3030,7,0,38,0,1,0.893071327614168,0
3030,8,0,45,1,0,-1.87852934429187,0
3030,9,0,38,0,1,0.585115697402386,0
3031,1,0,36,1,0,0.556348640264187,1
3031,2,0,36,0,1,0.855920985021826,1
3031,4,0,40,0,1,-0.34236839400873,0
3031,5,0,38,1,0,0.556348640264187,0
3031,6,0,45,0,1,-1.84023011779693,0
3031,7,0,,1,0,0.855920985021826,
3031,8,0,42,0,1,-0.641940738766369,0
3032,0,0,37,0,1,0.377964473009228,0
3032,1,0,,0,1,0.377964473009228,
3032,2,0,38,0,1,0.377964473009228,0
3032,4,0,38,0,1,0.377964473009228,0
3032,5,0,37,0,1,0.377964473009228,0
3032,7,0,36,0,1,0.377964473009228,1
3032,9,0,40,0,1,-2.26778683805536,0
3033,0,0,39,0,1,1.096967926947,0
3033,1,0,36,0,1,0.718703124551482,1
3033,2,0,40,0,1,-0.416091282635069,1
3033,3,0,,0,1,1.096967926947,
3033,4,0,38,0,1,0.718703124551482,0
3033,5,0,,0,1,0.340438322155966,
3033,6,0,44,0,1,-1.1726208874261,0
3033,7,0,45,0,1,-1.92915049221714,0
3033,8,0,40,0,1,-0.0378264802395516,0
3033,9,0,41,0,1,-0.416091282635069,0
3035,0,0,40,0,1,-0.247315686004122,0
3035,1,0,41,0,1,0.105992436858909,0
3035,2,0,36,0,1,1.51922492831103,1
3035,3,0,38,0,1,1.165916805448,0
3035,4,0,39,1,0,0.812608682584971,1
3035,5,0,41,0,1,0.45930055972194,0
3035,6,0,46,0,1,-1.66054817745625,0
3035,7,0,44,0,1,-0.953931931730184,0
3035,8,0,43,1,0,-0.600623808867153,0
3035,9,0,42,0,1,-0.600623808867153,0
3036,1,0,,0,1,1.11610467930764,
3036,2,0,44,0,1,-0.722185380728474,0
3036,4,0,38,0,1,0.590878947868751,0
3036,5,0,44,0,1,-0.984798246447919,0
3036,6,0,45,0,1,-0.984798246447919,0
3036,7,0,44,0,1,-0.984798246447919,0
3036,8,0,38,0,1,0.853491813588196,0
3036,9,0,39,0,1,1.11610467930764,0
3037,0,0,41,1,0,,0
3037,1,0,42,1,0,,1
3037,2,0,,0,1,,
3037,3,0,,1,0,,
3037,4,0,42,0,1,,0
3037,5,0,,0,1,,
3037,7,0,34,1,0,,1
3037,8,0,37,0,1,,0
3037,9,0,36,0,1,,0
3039,0,0,38,0,1,0.471404520791032,0
3039,1,0,38,0,1,0.471404520791032,0
3039,2,0,38,0,1,-0.235702260395515,1
3039,3,0,37,1,0,0.471404520791032,1
3039,4,0,34,0,1,1.17851130197758,1
3039,5,0,42,1,0,-1.64991582276861,0
3039,6,0,36,0,1,0.471404520791032,1
3039,7,0,36,1,0,0.471404520791032,0
3039,9,0,40,1,0,-1.64991582276861,1
3040,0,0,38,0,1,0.634767008683778,0
3040,1,0,34,0,1,0.634767008683778,1
3040,2,0,36,1,0,0.244141157186068,1
3040,3,0,34,0,1,0.634767008683778,1
3040,4,0,37,1,0,0.244141157186068,1
3040,7,0,37,0,1,0.634767008683778,0
3040,8,0,44,0,1,-2.09961395180019,0
3040,9,0,40,0,1,-0.92773639730706,0
3041,0,0,37,0,1,0.867549581535698,0
3041,1,0,37,0,1,0.867549581535698,0
3041,2,0,44,1,0,-1.54650142795494,0
3041,5,0,36,0,1,0.264036829163039,1
3041,6,0,39,1,0,-0.64123229939595,1
3041,7,0,44,0,1,-1.24474505176861,0
3041,8,0,38,1,0,0.565793205349368,0
3041,9,0,36,1,0,0.867549581535698,0
3042,0,0,40,1,0,0.448879201248435,0
3042,1,0,43,0,1,-0.448879201248435,0
3042,2,0,37,1,0,1.3466376037453,0
3042,3,0,39,0,1,0.748132002080725,0
3042,4,0,40,1,0,-0.448879201248435,1
3042,5,0,44,0,1,-1.04738480291301,0
3042,6,0,44,1,0,-1.3466376037453,0
3042,7,0,44,0,1,-1.04738480291301,0
3042,8,0,37,1,0,1.3466376037453,0
3042,9,0,,0,1,0.448879201248435,
3043,0,0,41,1,0,0.75240399500558,0
3043,1,0,39,0,1,1.40666833848869,0
3043,2,0,44,1,0,-0.22899252021909,0
3043,3,0,43,0,1,-0.556124691960646,0
3043,4,0,43,1,0,0.098139651522467,0
3043,5,0,46,0,1,-1.21038903544376,0
3043,6,0,45,1,0,-0.883256863702203,0
3043,7,0,40,0,1,-0.22899252021909,1
3043,8,0,44,1,0,-0.883256863702203,0
3043,9,0,36,0,1,1.73380051023025,1
3044,1,0,46,0,1,-0.74087622568977,0
3044,2,0,46,1,0,-0.74087622568977,0
3044,3,0,44,0,1,0.105839460812824,0
3044,4,0,39,0,1,1.23479370948295,0
3044,5,0,46,1,0,-0.74087622568977,0
3044,6,0,35,0,1,1.79927083381801,1
3044,7,0,43,1,0,-0.176399101354707,0
3044,8,0,46,0,1,-0.74087622568977,0
3046,0,0,45,1,0,-0.580207912195315,0
3046,1,0,45,0,1,-0.580207912195315,0
3046,2,0,42,1,0,0.663094756794645,0
3046,3,0,46,0,1,-0.994642135191968,0
3046,4,0,44,1,0,-0.994642135191968,0
3046,5,0,44,0,1,-0.165773689198661,0
3046,6,0,42,1,0,0.663094756794645,0
3046,7,0,46,0,1,-0.994642135191968,0
3046,8,0,40,1,0,1.49196320278795,0
3046,9,0,41,0,1,1.49196320278795,0
3047,1,0,45,0,1,-0.232103541274264,0
3047,2,0,46,0,1,-0.58025885318566,0
3047,3,0,45,0,1,-0.58025885318566,0
3047,4,0,40,1,0,1.16051770637132,0
3047,5,0,46,0,1,-0.58025885318566,0
3047,6,0,46,0,1,-0.58025885318566,0
3047,7,0,46,0,1,-0.58025885318566,0
3047,8,0,35,0,1,2.20498364210551,1
3047,9,0,44,0,1,-0.232103541274264,0
3048,0,0,36,0,1,,1
3048,1,0,38,1,0,,0
3048,3,0,41,1,0,,0
3048,4,0,,0,1,,
3048,6,0,,0,1,,
3048,7,0,45,1,0,,0
3048,8,0,39,0,1,,0
3049,0,0,37,0,1,0.737864787372622,0
3049,1,0,,0,1,0.737864787372622,
3049,2,0,36,1,0,0.737864787372622,1
3049,3,0,38,0,1,-0.316227766016838,0
3049,4,0,34,0,1,0.737864787372622,1
3049,5,0,39,1,0,-1.3703203194063,0
3049,6,0,36,0,1,0.737864787372622,0
3049,7,0,40,0,1,-1.3703203194063,0
3049,8,0,39,0,1,0.737864787372622,0
3049,9,0,36,0,1,-1.3703203194063,1
3052,1,0,37,0,1,0.621366724039938,0
3052,2,0,37,0,1,0.621366724039938,0
3052,3,0,39,0,1,0.621366724039938,0
3052,5,0,37,0,1,0.621366724039938,0
3052,6,0,39,1,0,-0.143392320932294,0
3052,7,0,,0,1,-2.05528993336287,
3052,8,0,40,1,0,-0.908151365904526,0
3052,9,0,,0,1,0.621366724039938,
3053,1,0,36,1,0,0.447213595499959,1
3053,2,0,40,0,1,-1.78885438199983,0
3053,4,0,34,0,1,0.447213595499959,1
3053,6,0,38,0,1,0.447213595499959,0
3053,7,0,36,1,0,0.447213595499959,0
3054,1,0,45,1,0,-0.596787884339547,0
3054,2,0,41,0,1,2.05560271272511,0
3054,3,0,45,1,0,-0.596787884339547,0
3054,4,0,46,0,1,-1.12726600375248,0
3054,5,0,44,1,0,-0.0663097649266161,0
3054,6,0,44,0,1,0.464168354486314,0
3054,7,0,44,1,0,0.464168354486314,0
3054,8,0,45,0,1,-0.596787884339547,0
3056,0,0,44,1,0,0.0424189841983854,0
3056,1,0,42,0,1,0.424189841983852,0
3056,3,0,46,0,1,-0.721122731372548,0
3056,4,0,46,0,1,-0.721122731372548,0
3056,5,0,46,0,1,-0.721122731372548,0
3056,6,0,44,0,1,-0.339351873587082,0
3056,7,0,40,0,1,2.33304413091119,0
3056,8,0,42,0,1,0.424189841983852,0
3056,9,0,46,0,1,-0.721122731372548,0
3057,0,0,41,0,1,,0
3057,1,0,,0,1,,
3057,2,0,42,0,1,,0
3057,3,0,36,1,0,,1
3057,4,0,36,0,1,,0
3057,5,0,40,0,1,,0
3057,6,0,39,0,1,,0
3057,7,0,44,0,1,,0
3057,8,0,43,0,1,,0
3057,9,0,46,0,1,,0
